,Target
17468,0
113639,0
128871,1
68040,0
40707,0
9153,0
24499,0
7262,0
11256,0
23256,0
48599,0
113395,0
5044,0
35571,0
118255,0
46659,0
940,0
27289,0
130527,1
61903,0
61051,0
7754,0
61241,0
85680,0
11061,0
53414,0
83857,0
115524,0
29385,0
23371,0
110232,0
89735,0
63326,0
52866,0
111801,0
60401,0
2009,0
41012,0
78859,0
111419,0
86561,0
12004,0
90805,0
40495,0
2512,0
68592,0
58738,0
121614,0
121660,0
118479,0
9991,0
91960,0
89149,0
7595,0
74094,0
78277,0
53093,0
13736,0
45646,0
121997,0
43871,0
117771,0
90073,0
79535,0
22521,0
36166,0
9849,0
100417,0
101691,0
42981,0
104939,0
58675,0
73307,0
98966,0
102992,0
37337,0
60189,0
62361,0
48468,0
106365,0
17011,0
21841,0
80818,0
76917,0
34212,0
104955,0
99946,0
105575,0
93058,0
129227,1
115138,0
69735,0
62946,0
94174,0
118416,0
60370,0
56975,0
7238,0
15455,0
62992,0
62379,0
3903,0
103335,0
18729,0
130525,1
79200,0
59484,0
68771,0
38230,0
24182,0
44341,0
22237,0
30819,0
42238,0
40058,0
64076,0
95514,0
115446,0
48892,0
111406,0
91822,0
129703,1
89791,0
5224,0
110859,0
13221,0
7903,0
89915,0
98828,0
44603,0
5382,0
101411,0
111278,0
39413,0
36831,0
85156,0
83329,0
63370,0
19403,0
56898,0
22739,0
53176,0
82964,0
55561,0
77841,0
51144,0
98231,0
79247,0
35672,0
107394,0
33607,0
25365,0
63612,0
66582,0
54534,0
97614,0
110413,0
94514,0
87813,0
107052,0
960,0
78320,0
10413,0
84313,0
8406,0
9695,0
109119,0
63062,0
127064,0
55333,0
38223,0
26023,0
75065,0
84002,0
46239,0
82639,0
99485,0
42037,0
60057,0
98084,0
46154,0
83389,0
111332,0
97505,0
41306,0
36287,0
75300,0
35324,0
131070,1
129388,1
9739,0
62853,0
70221,0
35909,0
58531,0
22869,0
19298,0
113891,0
51959,0
117655,0
78796,0
36819,0
74086,0
103316,0
91041,0
37014,0
41170,0
28936,0
93235,0
90978,0
91903,0
54675,0
62077,0
93345,0
114208,0
85460,0
27366,0
122968,0
125835,0
69624,0
28859,0
86043,0
113016,0
39383,0
40033,0
105466,0
91231,0
46473,0
79453,0
16742,0
115418,0
123585,0
27703,0
69742,0
85020,0
47547,0
78173,0
120087,0
96327,0
101063,0
2507,0
81519,0
38929,0
97810,0
112836,0
52767,0
65992,0
94725,0
46391,0
52218,0
97026,0
67289,0
21260,0
93783,0
1069,0
20463,0
130148,1
3640,0
72237,0
104916,0
66374,0
50246,0
41848,0
60399,0
26015,0
37280,0
106193,0
73402,0
53318,0
109868,0
129024,1
11898,0
108648,0
30682,0
88033,0
23822,0
100670,0
66411,0
38740,0
89647,0
389,0
966,0
118343,0
118286,0
122362,0
90750,0
18358,0
65778,0
71127,0
55004,0
118471,0
77972,0
114852,0
96744,0
120361,0
15422,0
14242,0
81183,0
1737,0
27434,0
54706,0
85217,0
84812,0
33518,0
22642,0
54699,0
38602,0
65346,0
110171,0
112890,0
89986,0
115814,0
73487,0
8674,0
20640,0
107148,0
29417,0
22866,0
104709,0
34787,0
100459,0
97401,0
39704,0
5626,0
4529,0
98699,0
67937,0
98724,0
59411,0
56966,0
104538,0
93036,0
88761,0
26312,0
11811,0
48206,0
129453,1
64413,0
68778,0
54964,0
99456,0
91932,0
101699,0
27369,0
10134,0
17181,0
87857,0
92652,0
37187,0
96371,0
50031,0
1934,0
13756,0
21375,0
102461,0
104350,0
73379,0
90510,0
67559,0
128964,1
6717,0
123407,0
122156,0
83865,0
121120,0
124989,0
109809,0
1187,0
58391,0
62945,0
103034,0
111006,0
107157,0
14131,0
71558,0
104855,0
5260,0
108003,0
58693,0
113051,0
60312,0
32617,0
88219,0
14080,0
89189,0
86658,0
126645,0
113138,0
27012,0
81557,0
41596,0
50438,0
56827,0
2190,0
68269,0
8656,0
48258,0
71475,0
121927,0
17917,0
113956,0
47255,0
107603,0
78613,0
93195,0
60346,0
15682,0
9595,0
120853,0
30512,0
10539,0
4742,0
73910,0
52536,0
43028,0
57859,0
61104,0
96213,0
123668,0
59018,0
99555,0
110179,0
96761,0
119716,0
80445,0
83307,0
66385,0
74426,0
68125,0
66984,0
107042,0
4868,0
92167,0
121478,0
87305,0
15189,0
86842,0
76798,0
108554,0
98367,0
71108,0
82820,0
13630,0
51980,0
1408,0
60707,0
119223,0
18997,0
35577,0
68693,0
36676,0
50554,0
89459,0
26510,0
40551,0
42615,0
26467,0
118884,0
70562,0
47077,0
25622,0
82233,0
39543,0
89574,0
128847,1
24987,0
124351,0
17039,0
117835,0
32882,0
23491,0
24234,0
7708,0
73258,0
86350,0
64927,0
124014,0
86563,0
61117,0
124967,0
1511,0
117748,0
14206,0
128034,1
30357,0
114169,0
62186,0
35664,0
126815,0
120103,0
130764,1
63495,0
75280,0
865,0
88894,0
10850,0
60891,0
58009,0
119312,0
71136,0
97937,0
2711,0
42211,0
17466,0
109034,0
28862,0
28837,0
91743,0
126640,0
96580,0
5908,0
96125,0
71194,0
66584,0
19554,0
81619,0
11952,0
25046,0
70644,0
47856,0
27504,0
80722,0
112515,0
82481,0
21692,0
62888,0
46745,0
54753,0
69874,0
103492,0
31086,0
93297,0
68622,0
102845,0
109760,0
28575,0
27926,0
116197,0
12828,0
71960,0
99671,0
95388,0
100759,0
70670,0
131246,1
90729,0
102946,0
73517,0
110419,0
34317,0
49435,0
112192,0
2192,0
78278,0
71460,0
118787,0
102561,0
15893,0
103772,0
127035,0
23885,0
100399,0
79130,0
116431,0
20304,0
17823,0
95594,0
101436,0
6344,0
50223,0
63638,0
117928,0
20799,0
37283,0
45894,0
60997,0
20900,0
117292,0
126315,0
72041,0
29299,0
114253,0
123195,0
88117,0
109127,0
79582,0
128325,1
35401,0
49573,0
63098,0
1625,0
19079,0
108971,0
113328,0
107300,0
45286,0
120302,0
48577,0
79909,0
53708,0
106297,0
79680,0
114278,0
113651,0
127197,0
16907,0
27386,0
108834,0
56122,0
5346,0
108638,0
47368,0
122332,0
22178,0
78767,0
47762,0
59921,0
14858,0
56043,0
80939,0
62924,0
46322,0
34110,0
74315,0
93160,0
71892,0
112361,0
14221,0
16068,0
109560,0
118279,0
97930,0
115549,0
48968,0
26755,0
130828,1
45205,0
131132,1
56096,0
119563,0
37255,0
69037,0
119296,0
31610,0
127988,1
56592,0
105463,0
9080,0
37695,0
33828,0
27814,0
1688,0
60578,0
43600,0
126099,0
117966,0
51151,0
91604,0
79217,0
90256,0
25280,0
109462,0
85567,0
52114,0
96834,0
36199,0
116367,0
55377,0
45494,0
128003,1
94403,0
96161,0
40920,0
92035,0
123122,0
41419,0
100307,0
33639,0
10717,0
111105,0
39608,0
127336,0
81446,0
15406,0
20785,0
30408,0
38220,0
92901,0
41236,0
63055,0
103976,0
21934,0
116970,0
66732,0
64782,0
111082,0
51300,0
2899,0
19320,0
109375,0
125286,0
81095,0
126522,0
76621,0
45017,0
112788,0
15796,0
116577,0
67451,0
41752,0
102663,0
113865,0
1174,0
34624,0
7572,0
11265,0
110760,0
111565,0
105502,0
76912,0
10439,0
23454,0
109929,0
106922,0
75527,0
66877,0
27893,0
66194,0
6396,0
29154,0
66021,0
63315,0
8485,0
214,0
115397,0
83504,0
60330,0
38672,0
24678,0
56994,0
85637,0
124502,0
85239,0
122348,0
116330,0
131086,1
53015,0
36995,0
93554,0
40805,0
101697,0
10889,0
21647,0
29181,0
94972,0
59078,0
122353,0
87066,0
39259,0
119153,0
63391,0
103844,0
121783,0
2010,0
3480,0
21303,0
73613,0
29371,0
49693,0
105891,0
15123,0
11506,0
26208,0
66202,0
111219,0
110712,0
6599,0
17995,0
54213,0
69867,0
45227,0
68452,0
9105,0
59834,0
61008,0
10648,0
125165,0
37753,0
30507,0
14214,0
41921,0
112013,0
10022,0
125454,0
61315,0
117953,0
13415,0
97021,0
120019,0
21853,0
89987,0
17781,0
131248,1
32620,0
116348,0
93091,0
68172,0
119870,0
44669,0
101902,0
78511,0
83969,0
49896,0
25020,0
117564,0
23719,0
124863,0
68401,0
121836,0
35331,0
25837,0
15276,0
95695,0
21377,0
86008,0
43763,0
90481,0
54989,0
15860,0
18407,0
42965,0
21657,0
99875,0
78381,0
17425,0
102818,0
4537,0
102371,0
92779,0
63198,0
95425,0
58205,0
21652,0
84115,0
33428,0
96380,0
71467,0
38877,0
12428,0
43617,0
97866,0
106733,0
59912,0
130986,1
37001,0
78310,0
104821,0
44457,0
64705,0
98851,0
2713,0
849,0
107792,0
42152,0
85647,0
62898,0
50765,0
84786,0
66268,0
112524,0
40438,0
78583,0
26792,0
78663,0
95000,0
112602,0
85659,0
16423,0
16449,0
84111,0
115839,0
59313,0
67075,0
86964,0
92033,0
1363,0
81340,0
48752,0
128683,1
74631,0
114228,0
41597,0
8100,0
128233,1
12370,0
60078,0
52141,0
129536,1
103300,0
28511,0
118069,0
127179,0
93225,0
53719,0
115974,0
79078,0
60829,0
85060,0
121277,0
129616,1
28712,0
21761,0
112547,0
108900,0
129816,1
77635,0
14697,0
70656,0
15269,0
101755,0
34429,0
5789,0
123081,0
83513,0
118366,0
59543,0
58517,0
62221,0
46594,0
120691,0
57575,0
90806,0
126452,0
81257,0
40686,0
50744,0
9307,0
124781,0
104972,0
71203,0
23278,0
50728,0
47720,0
13930,0
83300,0
100968,0
82737,0
75734,0
97306,0
84805,0
129732,1
93326,0
20171,0
72436,0
72795,0
28243,0
59421,0
79948,0
61493,0
19355,0
118230,0
22686,0
19441,0
52108,0
28449,0
89183,0
18723,0
36114,0
122610,0
55573,0
117787,0
47694,0
103036,0
4106,0
71266,0
48189,0
105985,0
41237,0
31203,0
75598,0
108114,0
82286,0
108600,0
119530,0
78068,0
91030,0
115530,0
32567,0
33797,0
130978,1
49994,0
14916,0
31506,0
65537,0
51577,0
109438,0
28327,0
51423,0
90640,0
42400,0
51107,0
58459,0
55572,0
63524,0
44123,0
27491,0
57968,0
82516,0
5236,0
130335,1
104973,0
107021,0
39595,0
74759,0
27994,0
44675,0
16653,0
52115,0
116162,0
55642,0
90831,0
74588,0
76773,0
44807,0
124263,0
31945,0
1025,0
28841,0
10465,0
61609,0
85943,0
100207,0
83424,0
42784,0
123873,0
129005,1
96671,0
32858,0
128429,1
125673,0
102057,0
119965,0
99213,0
46603,0
108051,0
93884,0
28908,0
129643,1
9127,0
64231,0
104695,0
57090,0
99910,0
33260,0
22152,0
94323,0
65899,0
67929,0
129651,1
123281,0
127370,0
101179,0
121015,0
54208,0
3423,0
103109,0
56366,0
59655,0
79540,0
118236,0
123851,0
74259,0
64086,0
100200,0
7382,0
61534,0
131137,1
83573,0
23512,0
35312,0
77918,0
11570,0
72210,0
112218,0
100253,0
13924,0
39462,0
34874,0
103149,0
41769,0
510,0
59379,0
120827,0
116042,0
28655,0
44805,0
112206,0
39166,0
946,0
28350,0
59287,0
100784,0
5119,0
45163,0
123540,0
36003,0
100639,0
19959,0
60238,0
100334,0
41889,0
108458,0
103076,0
17278,0
65408,0
45401,0
65898,0
67341,0
42718,0
94717,0
55625,0
103283,0
97179,0
87278,0
60403,0
15577,0
115866,0
66305,0
26765,0
15900,0
21136,0
12405,0
87866,0
51110,0
90224,0
39366,0
8305,0
95575,0
116276,0
52299,0
116163,0
58642,0
56240,0
55883,0
24751,0
94067,0
59059,0
74920,0
83878,0
55052,0
10231,0
84555,0
32736,0
3802,0
61906,0
83576,0
117179,0
9268,0
130896,1
128916,1
103497,0
14718,0
104527,0
131301,1
35638,0
23795,0
97642,0
15257,0
45140,0
58065,0
48045,0
92723,0
53944,0
35773,0
45512,0
107651,0
48458,0
30954,0
65160,0
15585,0
71491,0
33634,0
61692,0
11168,0
41349,0
16655,0
87770,0
31150,0
82377,0
71388,0
38919,0
88073,0
22028,0
3887,0
2848,0
32204,0
20544,0
56926,0
113358,0
19527,0
4213,0
30232,0
97818,0
1123,0
67117,0
19131,0
81368,0
108949,0
56540,0
67494,0
113792,0
49870,0
14463,0
47252,0
69538,0
70259,0
17642,0
93853,0
121967,0
74577,0
6348,0
56208,0
63791,0
99889,0
37237,0
105626,0
64372,0
73308,0
27684,0
89439,0
103783,0
53667,0
75125,0
59036,0
40806,0
29446,0
51574,0
46952,0
4357,0
60526,0
53374,0
71499,0
34346,0
42046,0
110996,0
73462,0
55575,0
42375,0
86289,0
23870,0
51022,0
105282,0
106780,0
118646,0
52693,0
118661,0
31806,0
31857,0
127805,0
29242,0
4611,0
83692,0
42148,0
129520,1
20791,0
103926,0
86661,0
64170,0
89111,0
48977,0
67389,0
25220,0
112703,0
109435,0
128939,1
33084,0
90195,0
13855,0
29889,0
11300,0
122321,0
123208,0
18043,0
28383,0
96863,0
103601,0
4988,0
13329,0
79060,0
64005,0
9573,0
9339,0
74283,0
17469,0
47189,0
42087,0
41388,0
68640,0
82856,0
56765,0
70825,0
56497,0
25500,0
73304,0
69329,0
5497,0
47061,0
62613,0
91510,0
70990,0
90335,0
51546,0
36152,0
57384,0
99443,0
125093,0
59058,0
72175,0
33411,0
350,0
91923,0
104890,0
26983,0
77634,0
469,0
103016,0
88734,0
74439,0
99597,0
126990,0
22314,0
121133,0
54804,0
51519,0
123006,0
111060,0
84830,0
25145,0
85924,0
14791,0
73317,0
58765,0
56070,0
52615,0
61834,0
96234,0
79619,0
63262,0
92954,0
17838,0
123231,0
18528,0
81712,0
869,0
36169,0
44336,0
44574,0
89539,0
104262,0
90893,0
58611,0
72781,0
47121,0
101,0
50663,0
53710,0
3795,0
17403,0
55193,0
56940,0
62579,0
44187,0
5526,0
85235,0
52962,0
18264,0
91330,0
29964,0
15536,0
97671,0
49770,0
29940,0
55312,0
34139,0
15565,0
91616,0
82431,0
82390,0
24144,0
47911,0
106729,0
43528,0
26560,0
98735,0
39436,0
112009,0
24504,0
30264,0
106952,0
119838,0
30117,0
114286,0
6511,0
85667,0
21823,0
53621,0
52021,0
42305,0
12846,0
88899,0
20275,0
117894,0
93061,0
113983,0
83581,0
104509,0
43400,0
50399,0
29558,0
129945,1
123270,0
28631,0
11429,0
25102,0
10179,0
44999,0
78569,0
45583,0
94581,0
41540,0
126078,0
112242,0
93494,0
2198,0
80143,0
67732,0
115390,0
90479,0
101666,0
41803,0
46767,0
14547,0
112177,0
92880,0
91644,0
22452,0
110049,0
110270,0
42480,0
66110,0
28036,0
66551,0
98453,0
91804,0
92831,0
87106,0
5226,0
48797,0
4777,0
55611,0
102026,0
119665,0
49161,0
94570,0
57274,0
13989,0
122515,0
10599,0
120396,0
107660,0
36588,0
36701,0
74329,0
57563,0
64975,0
130104,1
53144,0
80635,0
16235,0
82838,0
31992,0
51199,0
92543,0
109447,0
112055,0
46980,0
124488,0
20657,0
102814,0
101056,0
40896,0
76296,0
97443,0
120998,0
55288,0
33836,0
47952,0
49337,0
64059,0
125727,0
65627,0
85225,0
40134,0
36598,0
9181,0
98742,0
123109,0
105328,0
47964,0
95945,0
76931,0
71770,0
126865,0
110903,0
84803,0
27199,0
107177,0
126666,0
10831,0
77294,0
96877,0
115778,0
117255,0
121724,0
91647,0
43960,0
38269,0
87028,0
29917,0
41719,0
62832,0
124650,0
74999,0
62331,0
53255,0
26000,0
40993,0
111009,0
108190,0
38155,0
5566,0
81560,0
86033,0
107191,0
45661,0
119804,0
57018,0
17763,0
9855,0
17446,0
106140,0
63749,0
71268,0
111470,0
99552,0
49634,0
44676,0
23197,0
76380,0
113298,0
113346,0
10505,0
34171,0
116430,0
74955,0
123509,0
30999,0
62683,0
64569,0
98798,0
1115,0
115655,0
35703,0
126084,0
74624,0
2551,0
3805,0
126959,0
97337,0
31445,0
13138,0
18339,0
109607,0
82054,0
15666,0
70437,0
69609,0
62066,0
122446,0
10306,0
74513,0
83375,0
8864,0
104981,0
68121,0
11375,0
68538,0
59478,0
105168,0
51495,0
63478,0
97098,0
9218,0
108968,0
52471,0
86122,0
60851,0
128106,1
84910,0
52751,0
7631,0
103496,0
119231,0
20300,0
107552,0
90182,0
100527,0
69583,0
121251,0
64015,0
25625,0
22262,0
83561,0
127074,0
76170,0
32145,0
79027,0
129987,1
64879,0
85818,0
54852,0
25152,0
3280,0
112036,0
41850,0
111449,0
39747,0
94440,0
114559,0
112665,0
68826,0
96776,0
103370,0
21654,0
78365,0
44595,0
66433,0
114068,0
71132,0
126548,0
129295,1
13243,0
11465,0
17972,0
44900,0
82545,0
122973,0
108798,0
68791,0
96359,0
92862,0
5435,0
13394,0
90875,0
54176,0
107515,0
79596,0
68504,0
58832,0
1222,0
100863,0
43568,0
34387,0
73728,0
117642,0
81585,0
14374,0
5098,0
95300,0
129211,1
48032,0
61515,0
114784,0
124013,0
107553,0
16994,0
121629,0
128570,1
24124,0
39206,0
94808,0
71507,0
88722,0
82759,0
71263,0
84903,0
4657,0
43145,0
55773,0
28956,0
81401,0
24025,0
46331,0
105250,0
101190,0
30583,0
127303,0
19360,0
97076,0
73763,0
58193,0
75272,0
57726,0
23614,0
1181,0
6496,0
1082,0
59627,0
116442,0
10105,0
92798,0
24101,0
2601,0
128855,1
51037,0
102834,0
20787,0
572,0
47849,0
10511,0
58063,0
123771,0
42356,0
103201,0
72183,0
21247,0
6814,0
101218,0
69708,0
99864,0
110585,0
31996,0
106156,0
75443,0
62333,0
73102,0
31271,0
40856,0
63673,0
1595,0
12365,0
95923,0
65668,0
110399,0
27633,0
12082,0
96014,0
83110,0
36333,0
102807,0
63639,0
58666,0
124254,0
59767,0
50712,0
61430,0
114717,0
92630,0
39869,0
114155,0
102906,0
129389,1
128981,1
115245,0
49662,0
56812,0
105238,0
115263,0
113368,0
103736,0
98626,0
123929,0
30506,0
16816,0
89974,0
58040,0
9358,0
41543,0
31838,0
27238,0
17342,0
15033,0
97999,0
45428,0
60801,0
84650,0
115250,0
72591,0
22201,0
117790,0
61989,0
103994,0
85480,0
22550,0
77110,0
10395,0
77807,0
35739,0
51652,0
29440,0
41284,0
16922,0
32514,0
76869,0
5372,0
1715,0
98529,0
60418,0
22913,0
90899,0
105911,0
41449,0
73285,0
19255,0
107221,0
91597,0
29017,0
30364,0
52381,0
87686,0
21166,0
101291,0
122886,0
60378,0
24358,0
94785,0
75624,0
89115,0
10750,0
48282,0
4937,0
79288,0
15958,0
86428,0
127079,0
88347,0
47401,0
33796,0
86479,0
113042,0
45994,0
63239,0
99638,0
36230,0
49212,0
22307,0
8184,0
109551,0
81474,0
32831,0
5949,0
127952,1
96778,0
75230,0
126191,0
10176,0
48380,0
25821,0
37037,0
72450,0
3867,0
97261,0
105944,0
119617,0
46369,0
123784,0
58571,0
824,0
33355,0
25003,0
10909,0
22633,0
113351,0
14506,0
23451,0
52410,0
119113,0
70344,0
47533,0
111803,0
88435,0
117432,0
110582,0
17625,0
79472,0
95332,0
71765,0
41194,0
19930,0
40620,0
6646,0
12955,0
57842,0
100004,0
32561,0
68564,0
79207,0
52557,0
48936,0
77909,0
2673,0
18159,0
124844,0
80320,0
53209,0
127977,1
128673,1
102497,0
44641,0
6681,0
106457,0
95900,0
74490,0
40323,0
48957,0
94705,0
105083,0
1526,0
42882,0
41437,0
107386,0
82413,0
56895,0
17453,0
23151,0
117877,0
44165,0
9310,0
73830,0
3234,0
97931,0
19291,0
43589,0
41476,0
124170,0
111447,0
39900,0
58280,0
53537,0
95593,0
81861,0
25770,0
86823,0
107825,0
109916,0
82749,0
112099,0
14177,0
74137,0
77459,0
109237,0
3879,0
84227,0
81926,0
87432,0
110793,0
82531,0
17465,0
79356,0
114601,0
20496,0
12786,0
50191,0
71543,0
58714,0
110146,0
93683,0
94135,0
85071,0
86249,0
23016,0
67411,0
61233,0
84297,0
80252,0
77322,0
104165,0
48108,0
43093,0
41370,0
62065,0
70357,0
75495,0
125211,0
35908,0
7750,0
41247,0
42731,0
31181,0
39847,0
74756,0
57505,0
66184,0
114265,0
20177,0
42739,0
30742,0
105609,0
79688,0
88637,0
102490,0
38393,0
75549,0
3497,0
52012,0
8724,0
2856,0
118468,0
30718,0
121749,0
69597,0
68710,0
92603,0
124946,0
16787,0
9932,0
32208,0
97567,0
38870,0
75569,0
100467,0
69134,0
57014,0
103399,0
4277,0
114122,0
29372,0
19470,0
2966,0
61295,0
85315,0
114091,0
119224,0
10700,0
25033,0
15889,0
60502,0
84033,0
109537,0
47163,0
29416,0
107470,0
91642,0
90919,0
51937,0
78094,0
56128,0
77454,0
115035,0
102864,0
58683,0
128414,1
50188,0
32319,0
50429,0
16340,0
40933,0
22191,0
41053,0
27968,0
74603,0
21130,0
115687,0
117001,0
11610,0
125160,0
27738,0
936,0
113110,0
49258,0
85699,0
18302,0
99125,0
113794,0
30985,0
112029,0
51119,0
66251,0
13891,0
107585,0
26466,0
107959,0
81421,0
72954,0
50052,0
6877,0
43490,0
91346,0
50279,0
103777,0
83294,0
128684,1
19887,0
70049,0
14852,0
3739,0
118208,0
118225,0
41497,0
64201,0
39142,0
115072,0
96848,0
36365,0
114412,0
104047,0
124257,0
93917,0
7807,0
48277,0
74953,0
106359,0
128011,1
6255,0
46449,0
40581,0
54662,0
59919,0
7791,0
92369,0
117198,0
17090,0
106542,0
58051,0
90168,0
68333,0
93125,0
29931,0
33284,0
124961,0
38802,0
61156,0
6840,0
38109,0
130538,1
121026,0
67568,0
38073,0
45508,0
112413,0
66013,0
80532,0
106921,0
28483,0
50361,0
7665,0
2777,0
18821,0
83470,0
83690,0
119075,0
66834,0
6658,0
123079,0
43895,0
120585,0
16764,0
117492,0
91189,0
111757,0
97318,0
25332,0
105209,0
4352,0
47820,0
106613,0
29834,0
40996,0
69015,0
7349,0
21307,0
58722,0
58239,0
68147,0
41621,0
20572,0
44744,0
25487,0
66035,0
118653,0
43336,0
77879,0
1871,0
22883,0
23973,0
114472,0
27204,0
39917,0
36080,0
89626,0
63931,0
58117,0
64750,0
14219,0
33568,0
23018,0
60027,0
129139,1
21708,0
115779,0
54494,0
108670,0
57137,0
127960,1
30881,0
61548,0
56905,0
45090,0
63040,0
110600,0
2802,0
84157,0
15964,0
89176,0
120683,0
39805,0
88919,0
51677,0
120248,0
4231,0
33541,0
73229,0
44881,0
36759,0
49720,0
36175,0
59522,0
123546,0
23908,0
88269,0
57659,0
127262,0
33438,0
118267,0
28422,0
104158,0
86882,0
109015,0
26033,0
1587,0
3260,0
28138,0
76393,0
84531,0
83736,0
81087,0
114731,0
92992,0
3638,0
105893,0
122728,0
122929,0
50571,0
52760,0
15176,0
34259,0
31984,0
128046,1
40635,0
31195,0
99828,0
90740,0
44029,0
110672,0
55857,0
127671,0
5828,0
33281,0
23090,0
28983,0
54907,0
18590,0
46316,0
109892,0
33515,0
38615,0
106090,0
48987,0
88075,0
77489,0
76342,0
100147,0
95438,0
13592,0
39076,0
121087,0
51042,0
120938,0
56903,0
53792,0
126550,0
1046,0
2150,0
95930,0
16440,0
51908,0
58744,0
3379,0
78505,0
17638,0
111393,0
9411,0
122175,0
17821,0
90615,0
776,0
77520,0
100748,0
52099,0
70974,0
56732,0
123995,0
122135,0
15589,0
30116,0
22679,0
108038,0
117826,0
68845,0
77882,0
29474,0
57881,0
104115,0
68035,0
74829,0
57224,0
114695,0
29413,0
55033,0
111302,0
32255,0
17229,0
124477,0
126201,0
31051,0
24515,0
44540,0
75883,0
30839,0
610,0
48523,0
61059,0
3294,0
22764,0
14562,0
61176,0
13287,0
96171,0
73232,0
94609,0
127436,0
98153,0
80365,0
45943,0
92338,0
101897,0
49735,0
108276,0
54840,0
28989,0
4859,0
26724,0
116095,0
2785,0
40945,0
124369,0
41327,0
32099,0
25605,0
105318,0
99081,0
31039,0
68595,0
81321,0
131294,1
81968,0
38241,0
74207,0
104013,0
94383,0
41227,0
28888,0
20104,0
89432,0
82053,0
53703,0
112556,0
38340,0
84865,0
45792,0
42210,0
11970,0
33033,0
117306,0
3626,0
109715,0
101226,0
120867,0
25453,0
4506,0
60508,0
113706,0
22040,0
44271,0
51297,0
107973,0
31729,0
122467,0
15043,0
100386,0
26235,0
43226,0
21925,0
76541,0
120446,0
45933,0
52348,0
116254,0
3289,0
56485,0
48653,0
4939,0
123123,0
81750,0
100771,0
114930,0
37061,0
15768,0
11165,0
27538,0
57402,0
57293,0
88900,0
92978,0
30813,0
90055,0
81466,0
11382,0
16158,0
76895,0
128128,1
78531,0
78774,0
32218,0
1554,0
102429,0
17906,0
34043,0
75703,0
95324,0
40234,0
68488,0
119411,0
49808,0
66179,0
16633,0
63369,0
1279,0
29578,0
118724,0
124088,0
121237,0
78484,0
65204,0
40639,0
118012,0
86407,0
107572,0
10302,0
25222,0
81473,0
3794,0
80396,0
46837,0
40924,0
41879,0
76979,0
86744,0
113766,0
77197,0
96593,0
53695,0
1371,0
71238,0
78261,0
81281,0
121024,0
121211,0
15611,0
14471,0
131106,1
46917,0
373,0
79699,0
101962,0
62078,0
88376,0
51925,0
122770,0
96174,0
98438,0
10034,0
98472,0
29039,0
67546,0
104868,0
34715,0
76696,0
67246,0
16427,0
124204,0
46495,0
32544,0
88137,0
70113,0
29271,0
38563,0
35071,0
8392,0
58199,0
116555,0
125079,0
43931,0
37348,0
122613,0
86623,0
27631,0
17423,0
106816,0
100171,0
47841,0
68849,0
59336,0
75145,0
33579,0
1800,0
121617,0
54371,0
80694,0
56883,0
23739,0
123173,0
17520,0
118769,0
90058,0
117357,0
77954,0
48616,0
26224,0
30715,0
50214,0
34719,0
16250,0
107601,0
29942,0
38444,0
55400,0
81624,0
82011,0
42901,0
37259,0
112685,0
113289,0
28240,0
42592,0
35329,0
73780,0
84709,0
10053,0
21606,0
126951,0
28083,0
123320,0
81033,0
19600,0
49560,0
54896,0
43210,0
4435,0
88500,0
111053,0
127611,0
77148,0
81076,0
24030,0
27213,0
43523,0
76505,0
33601,0
84596,0
61519,0
71756,0
130184,1
50235,0
94471,0
66478,0
39783,0
41517,0
57181,0
58790,0
28789,0
42838,0
121340,0
81652,0
5011,0
47362,0
72635,0
62789,0
65690,0
68060,0
96027,0
115207,0
124406,0
62516,0
72513,0
32331,0
25462,0
29125,0
9480,0
119412,0
108243,0
26845,0
106899,0
32942,0
58998,0
49111,0
91711,0
1780,0
107745,0
32643,0
27849,0
89772,0
115330,0
87502,0
113663,0
54585,0
129812,1
101657,0
67689,0
10879,0
32217,0
5767,0
15963,0
56325,0
54583,0
68052,0
128760,1
1489,0
31435,0
125636,0
107284,0
8463,0
21851,0
2586,0
109864,0
70356,0
96440,0
80612,0
42369,0
12141,0
29010,0
83760,0
72595,0
63287,0
64655,0
112520,0
8910,0
16209,0
82399,0
39198,0
4914,0
107728,0
6743,0
111293,0
55295,0
62737,0
30219,0
130408,1
84918,0
48353,0
100554,0
99166,0
121717,0
24355,0
76733,0
77317,0
59960,0
76652,0
4826,0
29091,0
108658,0
106692,0
76949,0
91631,0
117332,0
77409,0
67849,0
22124,0
98203,0
106032,0
102206,0
27099,0
5592,0
92929,0
28546,0
43467,0
65045,0
87975,0
14380,0
33061,0
80369,0
62797,0
75986,0
6216,0
102802,0
42437,0
8516,0
125086,0
14847,0
69900,0
62210,0
42799,0
70892,0
88171,0
31170,0
28754,0
63999,0
50910,0
73398,0
60460,0
9773,0
79111,0
16693,0
21441,0
106726,0
123681,0
68615,0
8402,0
55436,0
15316,0
53850,0
84706,0
54783,0
34145,0
78335,0
110723,0
99500,0
75805,0
129929,1
41673,0
127908,1
30967,0
91038,0
12281,0
16222,0
20057,0
46263,0
95,0
110177,0
127384,0
101088,0
7871,0
96128,0
31808,0
19501,0
122916,0
15495,0
34021,0
65383,0
47348,0
17988,0
9720,0
101344,0
64247,0
11436,0
107315,0
85494,0
126336,0
67676,0
103343,0
12981,0
105606,0
44608,0
25680,0
103374,0
89126,0
117324,0
39570,0
127594,0
53829,0
55002,0
29042,0
41831,0
